Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
 130  3.4182E-07    0.137858    0.210014  0.1244  0.2370  0.1140  0.2029  0.0964  0.0755  0.0840  0.0072  0.2332  0.1070  0.2883  0.0727  0.1155  0.1067  0.0401  0.0365
 131  3.2602E-07    0.137737    0.209768  0.1244  0.2370  0.1140  0.2029  0.0964  0.0755  0.0836  0.0072  0.2332  0.1070  0.2883  0.0727  0.1155  0.1068  0.0400  0.0365
 132  3.0743E-07    0.137642    0.209537  0.1244  0.2371  0.1140  0.2029  0.0964  0.0754  0.0832  0.0071  0.2332  0.1070  0.2883  0.0727  0.1155  0.1070  0.0399  0.0364
 133  3.0642E-07    0.137485    0.209345  0.1245  0.2371  0.1141  0.2030  0.0965  0.0753  0.0828  0.0071  0.2332  0.1070  0.2882  0.0727  0.1154  0.1071  0.0399  0.0364
 134  3.3822E-07    0.137401    0.209152  0.1245  0.2371  0.1141  0.2030  0.0965  0.0752  0.0824  0.0071  0.2333  0.1070  0.2882  0.0727  0.1154  0.1071  0.0398  0.0364
 135  4.0728E-07    0.137194    0.208699  0.1245  0.2371  0.1141  0.2030  0.0965  0.0751  0.0818  0.0070  0.2333  0.1070  0.2882  0.0727  0.1154  0.1073  0.0397  0.0364
 136  3.1654E-07    0.137120    0.208508  0.1245  0.2372  0.1142  0.2031  0.0965  0.0750  0.0813  0.0070  0.2333  0.1070  0.2882  0.0727  0.1154  0.1074  0.0396  0.0364
 137  3.0224E-07    0.137007    0.208334  0.1246  0.2372  0.1142  0.2031  0.0966  0.0749  0.0808  0.0070  0.2333  0.1070  0.2882  0.0727  0.1154  0.1075  0.0396  0.0364
 138  2.7207E-07    0.136860    0.208017  0.1246  0.2372  0.1142  0.2031  0.0966  0.0748  0.0802  0.0069  0.2333  0.1070  0.2882  0.0727  0.1153  0.1076  0.0395  0.0364
 139  5.5644E-07    0.136715    0.207721  0.1246  0.2372  0.1143  0.2032  0.0966  0.0746  0.0797  0.0069  0.2334  0.1070  0.2882  0.0727  0.1153  0.1077  0.0394  0.0364
 140  3.6955E-07    0.136672    0.207571  0.1246  0.2373  0.1143  0.2032  0.0967  0.0745  0.0791  0.0069  0.2333  0.1070  0.2882  0.0727  0.1153  0.1078  0.0393  0.0364
 141  2.9591E-07    0.136483    0.207276  0.1247  0.2373  0.1143  0.2032  0.0967  0.0744  0.0785  0.0068  0.2334  0.1070  0.2882  0.0727  0.1153  0.1080  0.0392  0.0363
 142  6.6048E-07    0.136333    0.207066  0.1247  0.2373  0.1144  0.2032  0.0967  0.0742  0.0780  0.0069  0.2334  0.1070  0.2881  0.0727  0.1153  0.1080  0.0391  0.0363
 143  4.0611E-07    0.136164    0.206996  0.1247  0.2374  0.1144  0.2033  0.0967  0.0740  0.0775  0.0070  0.2334  0.1070  0.2881  0.0727  0.1153  0.1082  0.0390  0.0363
 144  3.1234E-07    0.135990    0.206653  0.1247  0.2374  0.1144  0.2033  0.0967  0.0739  0.0769  0.0069  0.2334  0.1070  0.2881  0.0727  0.1152  0.1084  0.0389  0.0363
 145  8.6258E-07    0.135823    0.206539  0.1248  0.2374  0.1144  0.2033  0.0968  0.0737  0.0764  0.0071  0.2333  0.1070  0.2881  0.0727  0.1153  0.1084  0.0389  0.0364
 146  3.2287E-07    0.135775    0.206387  0.1248  0.2374  0.1144  0.2033  0.0968  0.0735  0.0758  0.0072  0.2333  0.1070  0.2880  0.0727  0.1153  0.1086  0.0388  0.0364
 147  3.0788E-07    0.135520    0.206126  0.1248  0.2375  0.1145  0.2034  0.0968  0.0735  0.0752  0.0070  0.2333  0.1070  0.2880  0.0727  0.1152  0.1087  0.0387  0.0363
 148  2.9662E-07    0.135317    0.205840  0.1249  0.2375  0.1145  0.2034  0.0969  0.0734  0.0746  0.0069  0.2333  0.1070  0.2881  0.0727  0.1152  0.1089  0.0385  0.0363
 149  4.2291E-07    0.135238    0.205758  0.1249  0.2375  0.1146  0.2034  0.0969  0.0733  0.0741  0.0070  0.2333  0.1070  0.2880  0.0727  0.1152  0.1090  0.0385  0.0363
 150  5.2337E-07    0.134961    0.205307  0.1249  0.2375  0.1146  0.2035  0.0969  0.0733  0.0735  0.0069  0.2333  0.1070  0.2881  0.0727  0.1151  0.1092  0.0384  0.0363
 151  3.9107E-07    0.134927    0.205217  0.1249  0.2376  0.1146  0.2035  0.0969  0.0731  0.0729  0.0070  0.2333  0.1070  0.2880  0.0727  0.1151  0.1093  0.0383  0.0363
 152  3.0483E-07    0.134612    0.204989  0.1250  0.2376  0.1147  0.2035  0.0969  0.0731  0.0723  0.0069  0.2334  0.1070  0.2880  0.0727  0.1151  0.1094  0.0382  0.0362
 153  8.9729E-07    0.134579    0.205141  0.1250  0.2376  0.1147  0.2035  0.0970  0.0729  0.0718  0.0073  0.2334  0.1070  0.2879  0.0727  0.1152  0.1094  0.0381  0.0363
 154  2.9761E-07    0.134483    0.205010  0.1250  0.2376  0.1147  0.2036  0.0970  0.0728  0.0712  0.0073  0.2334  0.1070  0.2878  0.0727  0.1152  0.1096  0.0380  0.0363
 155  2.7722E-07    0.134303    0.204743  0.1250  0.2377  0.1147  0.2036  0.0971  0.0728  0.0706  0.0072  0.2334  0.1070  0.2878  0.0727  0.1152  0.1097  0.0379  0.0363
 156  2.7227E-07    0.134138    0.204481  0.1251  0.2377  0.1148  0.2036  0.0971  0.0728  0.0701  0.0071  0.2334  0.1070  0.2879  0.0727  0.1151  0.1098  0.0378  0.0363
 157  2.6443E-07    0.133990    0.204202  0.1251  0.2377  0.1148  0.2037  0.0971  0.0728  0.0695  0.0070  0.2335  0.1069  0.2879  0.0727  0.1151  0.1100  0.0377  0.0362
 158  2.3072E-07    0.133740    0.204319  0.1251  0.2377  0.1149  0.2037  0.0971  0.0727  0.0689  0.0071  0.2336  0.1069  0.2879  0.0727  0.1151  0.1100  0.0376  0.0362
 159  1.9614E-07    0.133776    0.204249  0.1251  0.2378  0.1149  0.2037  0.0972  0.0727  0.0684  0.0072  0.2335  0.1070  0.2878  0.0727  0.1151  0.1100  0.0376  0.0363
 160  8.6649E-08    0.133597    0.204047  0.1252  0.2378  0.1149  0.2038  0.0972  0.0727  0.0678  0.0071  0.2336  0.1070  0.2879  0.0727  0.1151  0.1101  0.0375  0.0362
 161  1.8469E-07    0.133415    0.203734  0.1252  0.2378  0.1150  0.2038  0.0972  0.0728  0.0673  0.0070  0.2336  0.1069  0.2879  0.0727  0.1150  0.1103  0.0374  0.0362
 162  6.1268E-07    0.133517    0.203977  0.1252  0.2378  0.1150  0.2038  0.0972  0.0726  0.0668  0.0073  0.2336  0.1070  0.2878  0.0727  0.1151  0.1102  0.0373  0.0363
 163  6.1689E-08    0.133392    0.203956  0.1252  0.2379  0.1150  0.2038  0.0973  0.0726  0.0664  0.0074  0.2337  0.1070  0.2878  0.0727  0.1151  0.1102  0.0372  0.0363
 164  7.3544E-08    0.133202    0.203727  0.1252  0.2379  0.1150  0.2039  0.0973  0.0727  0.0658  0.0073  0.2338  0.1069  0.2878  0.0727  0.1151  0.1103  0.0372  0.0362
 165  5.8346E-08    0.133120    0.203473  0.1253  0.2379  0.1151  0.2039  0.0973  0.0727  0.0653  0.0072  0.2338  0.1069  0.2878  0.0727  0.1151  0.1104  0.0371  0.0362
 166  6.0605E-08    0.133054    0.203227  0.1253  0.2379  0.1151  0.2039  0.0973  0.0727  0.0648  0.0071  0.2338  0.1069  0.2879  0.0727  0.1150  0.1105  0.0370  0.0362
 167  2.7295E-05    0.134466    0.207326  0.1255  0.2379  0.1150  0.2043  0.0972  0.0728  0.0649  0.0075  0.2329  0.1071  0.2886  0.0733  0.1153  0.1096  0.0367  0.0365
 168  5.6636E-06    0.134867    0.208259  0.1257  0.2379  0.1149  0.2045  0.0972  0.0730  0.0648  0.0073  0.2325  0.1072  0.2892  0.0734  0.1154  0.1094  0.0366  0.0364
 169  3.4748E-06    0.135072    0.208748  0.1260  0.2379  0.1148  0.2045  0.0972  0.0731  0.0647  0.0070  0.2321  0.1071  0.2897  0.0734  0.1155  0.1093  0.0365  0.0363
 170  2.2505E-06    0.135308    0.209016  0.1261  0.2379  0.1148  0.2044  0.0971  0.0733  0.0646  0.0068  0.2318  0.1072  0.2901  0.0734  0.1155  0.1092  0.0364  0.0363
 171  1.5412E-06    0.135314    0.209105  0.1263  0.2379  0.1147  0.2044  0.0971  0.0734  0.0645  0.0067  0.2316  0.1072  0.2904  0.0734  0.1156  0.1093  0.0364  0.0362
 172  1.0616E-06    0.135336    0.209222  0.1264  0.2379  0.1147  0.2044  0.0971  0.0734  0.0644  0.0065  0.2314  0.1072  0.2906  0.0734  0.1157  0.1092  0.0363  0.0361
 173  7.2440E-07    0.135452    0.209257  0.1265  0.2379  0.1147  0.2043  0.0971  0.0735  0.0644  0.0065  0.2312  0.1072  0.2909  0.0734  0.1157  0.1092  0.0363  0.0361
 174  5.4586E-07    0.135462    0.209293  0.1266  0.2379  0.1146  0.2043  0.0971  0.0735  0.0644  0.0064  0.2310  0.1072  0.2910  0.0734  0.1158  0.1092  0.0363  0.0361
 175  4.7816E-07    0.135465    0.209140  0.1267  0.2379  0.1146  0.2043  0.0971  0.0736  0.0644  0.0063  0.2309  0.1072  0.2912  0.0734  0.1158  0.1093  0.0363  0.0360
 176  7.0424E-07    0.135570    0.209597  0.1267  0.2379  0.1146  0.2043  0.0971  0.0735  0.0645  0.0065  0.2307  0.1073  0.2912  0.0734  0.1159  0.1092  0.0363  0.0361
 177  2.1382E-07    0.135522    0.209627  0.1268  0.2379  0.1146  0.2043  0.0971  0.0735  0.0646  0.0064  0.2306  0.1073  0.2913  0.0734  0.1159  0.1091  0.0363  0.0361
 178  1.1318E-07    0.135545    0.209600  0.1268  0.2379  0.1146  0.2043  0.0971  0.0735  0.0647  0.0063  0.2305  0.1073  0.2914  0.0734  0.1159  0.1091  0.0363  0.0361
 179  4.9333E-07    0.135635    0.209830  0.1268  0.2379  0.1145  0.2042  0.0970  0.0735  0.0648  0.0065  0.2304  0.1073  0.2914  0.0734  0.1160  0.1091  0.0364  0.0361
 180  3.3313E-07    0.135789    0.210041  0.1269  0.2379  0.1145  0.2042  0.0971  0.0734  0.0649  0.0067  0.2303  0.1073  0.2914  0.0734  0.1160  0.1090  0.0364  0.0362
 181  1.2432E-07    0.135667    0.209956  0.1269  0.2379  0.1145  0.2042  0.0971  0.0734  0.0649  0.0066  0.2302  0.1073  0.2915  0.0734  0.1160  0.1090  0.0364  0.0361
 182  1.3816E-07    0.135562    0.209738  0.1269  0.2379  0.1145  0.2042  0.0970  0.0734  0.0649  0.0065  0.2302  0.1073  0.2916  0.0734  0.1160  0.1091  0.0364  0.0361
 183  3.4228E-07    0.135585    0.210002  0.1269  0.2379  0.1145  0.2042  0.0970  0.0734  0.0649  0.0067  0.2301  0.1073  0.2915  0.0734  0.1161  0.1090  0.0364  0.0362
 184  2.0926E-07    0.135436    0.209799  0.1269  0.2379  0.1145  0.2042  0.0970  0.0734  0.0649  0.0065  0.2301  0.1073  0.2916  0.0734  0.1161  0.1091  0.0364  0.0361
 185  3.5527E-07    0.135638    0.210037  0.1269  0.2379  0.1145  0.2042  0.0970  0.0733  0.0649  0.0068  0.2300  0.1074  0.2915  0.0734  0.1161  0.1090  0.0364  0.0362
 186  1.5218E-07    0.135540    0.209838  0.1269  0.2379  0.1145  0.2042  0.0970  0.0734  0.0649  0.0067  0.2300  0.1073  0.2916  0.0734  0.1161  0.1091  0.0364  0.0362
 187  1.1672E-07    0.135376    0.209757  0.1269  0.2379  0.1145  0.2042  0.0970  0.0734  0.0648  0.0066  0.2300  0.1073  0.2916  0.0734  0.1161  0.1091  0.0363  0.0361
 188  4.9940E-07    0.135431    0.209929  0.1269  0.2379  0.1144  0.2041  0.0970  0.0733  0.0649  0.0067  0.2299  0.1073  0.2916  0.0734  0.1162  0.1091  0.0364  0.0362
 189  5.3605E-08    0.135505    0.209803  0.1269  0.2379  0.1144  0.2042  0.0970  0.0733  0.0648  0.0067  0.2299  0.1073  0.2916  0.0734  0.1161  0.1091  0.0364  0.0362
 190  9.8126E-07    0.135219    0.210228  0.1269  0.2378  0.1144  0.2041  0.0970  0.0732  0.0649  0.0070  0.2298  0.1073  0.2916  0.0733  0.1163  0.1090  0.0364  0.0362
 191  5.6034E-08    0.135446    0.210249  0.1269  0.2378  0.1144  0.2041  0.0970  0.0732  0.0649  0.0070  0.2298  0.1074  0.2916  0.0733  0.1163  0.1090  0.0364  0.0362
 192  2.3886E-07    0.135313    0.210201  0.1269  0.2378  0.1144  0.2041  0.0970  0.0732  0.0649  0.0070  0.2297  0.1073  0.2916  0.0733  0.1163  0.1090  0.0364  0.0362
